1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:3	 12:1	 13:1	 14:1	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.97510908701598E-03	 6:-2.0377381216914E-04	 7:-9.43861269604793	 8:-4.12403690952864	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.30083681750037E-02	 6:-3.06104965167911E-04	 7:4.73898299118261	 8:.580803958879692	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:3	 15:2	 16:3	 17:1
2	 1:.152691283148529	 2:1.98975016083125E-03	 3:.307712317245358	 4:-7.05307485117886E-04	 5:-1.09861954496785E-02	 6:-2.20799422281144E-04	 7:-9.43861269604793	 8:-11.7241645639042	 9:.170281274268656	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:7	 15:8	 16:3	 17:1
1	 1:-.119189460264588	 2:-1.75414766513363E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-7.95293636169084E-03	 6:-1.51800418037883E-04	 7:-9.43861269604793	 8:-12.9456134848648	 9:.041684592885954	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:2	 15:2	 16:1	 17:1
1	 1:.06206436867749	 2:4.48568204480784E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-7.44739318035955E-03	 6:-1.92555386910643E-04	 7:-9.43861269604793	 8:-13.2569632015129	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:3	 16:1	 17:2
1	 1:-.119189460264588	 2:-2.26613369261601E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-4.41413409237184E-03	 6:-1.4579753650732E-04	 7:-9.43861269604793	 8:-7.65266745497597	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:1	 15:3	 16:3	 17:2
1	 1:.152691283148529	 2:1.18977199289004E-03	 3:1.54740938361858	 4:1.64194874302807E-03	 5:6.20227271558514E-03	 6:8.03898858062713E-05	 7:-7.70258040615787	 8:-12.016647256852	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:6	 15:1	 16:3	 17:2
2	 1:-.119189460264588	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-5.9307636363657E-03	 6:2.93841854579316E-04	 7:-9.43861269604793	 8:-8.1567574724062	 9:1.25950723108751E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:6	 16:3	 17:1
1	 1:-.119189460264588	 2:-1.37015814452185E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.97510908701598E-03	 6:-2.93202638338847E-04	 7:2.71361248252673	 8:-7.65266745497597	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:4	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-8.45847954302212E-03	 6:-2.45416242675644E-04	 7:-9.43861269604793	 8:-1.30113221910937	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:5	 14:2	 15:3	 16:3	 17:1
1	 1:.06206436867749	 2:1.38176675319593E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.60416272629914E-02	 6:-3.26243517625975E-04	 7:-9.43861269604793	 8:-4.12403690952864	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:6	 15:3	 16:3	 17:1
2	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.97510908701598E-03	 6:-1.94671641575727E-04	 7:-9.43861269604793	 8:-10.5397290028127	 9:.197799726113168	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:2	 16:1	 17:1
1	 1:-2.85625457935488E-02	 2:1.15777286617239E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.46956590568469E-03	 6:-2.41611535372896E-04	 7:-9.43861269604793	 8:-12.5927505573508	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:2	 15:2	 16:1	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.25028249936724E-02	 6:-3.11224936131826E-04	 7:14.8658372357735	 8:30.1540897803912	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:1	 16:3	 17:1
2	 1:-2.85625457935488E-02	 2:-1.86190455968851E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-8.96402272435341E-03	 6:-9.3865102143775E-05	 7:-9.43861269604793	 8:-12.1894784587195	 9:4.93053294103587E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:2	 16:1	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:3	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.45249977189975E-02	 6:-3.11224936131826E-04	 7:18.916579103741	 8:24.105008724357	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:3	 15:3	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.25028249936724E-02	 6:-3.02122765530221E-04	 7:-9.43861269604793	 8:-9.13159232153934E-02	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:1	 16:3	 17:1
1	 1:-2.85625457935488E-02	 2:4.21792951666471E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-3.40304772970927E-03	 6:-8.2369060672799E-05	 7:-9.43861269604793	 8:-14.1670624058254	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:4	 15:1	 16:3	 17:1
1	 1:.06206436867749	 2:4.42168379137254E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.97510908701598E-03	 6:-1.8252024382137E-04	 7:1.31177621057623E-02	 8:6.56267349248362	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:3	 15:1	 16:3	 17:1
1	 1:-2.85625457935488E-02	 2:-1.14616425749831E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-2.89750454837799E-03	 6:-1.80059209956591E-04	 7:-6.28803601843932	 8:-13.7868446863576	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:3	 15:10	 16:3	 17:1
1	 1:.06206436867749	 2:-6.39511417908869E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-6.94184999902827E-03	 6:-8.46810120149399E-05	 7:-.484341467063668	 8:-.818266915258987	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:10	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.50305409003288E-02	 6:-3.19689954792164E-04	 7:-9.43861269604793	 8:2.9332246048017	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:3	 15:3	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:1.54740938361858	 4:3.30774348558327E-03	 5:-4.91967727370313E-03	 6:2.67944445615749E-04	 7:-5.18533394734598	 8:2.64209944665166	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:1	 16:3	 17:1
1	 1:-2.85625457935488E-02	 2:-2.13813718574541E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.19972818123411E-02	 6:-3.10678805895675E-04	 7:-9.43861269604793	 8:5.95776513281879	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:2	 14:4	 15:8	 16:1	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.88641818571542E-03	 6:-4.55007185562916E-05	 7:-9.43861269604793	 8:-14.4578839605912	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:1	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.40194545376663E-02	 6:-3.00848461644959E-04	 7:-9.43861269604793	 8:24.105008724357	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:9	 15:6	 16:3	 17:1
1	 1:.515198941032684	 2:3.25845319768726E-03	 3:3.40695498317842	 4:1.29744008552596E-02	 5:1.65238408360358E-03	 6:4.88017880402118E-05	 7:-8.77918946278368	 8:-10.5536545320995	 9:2.44578423716959E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:6	 15:2	 16:3	 17:1
1	 1:.515198941032684	 2:.002351073634418	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:1.14684090227229E-03	 6:-5.5535536670767E-05	 7:-7.20004488880186	 8:-12.1258038945442	 9:1.46338727011065E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:2	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.25970452507899E-04	 7:-9.43861269604793	 8:24.105008724357	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:2	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.25028249936724E-02	 6:-2.86034678989366E-04	 7:2.71361248252673	 8:1.11850037267858	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:6	 15:3	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.50305409003288E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:4	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.14917386310098E-02	 6:8.39778457547743E-06	 7:1.31177621057623E-02	 8:.580803958879692	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:2	 14:9	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.45249977189975E-02	 6:-2.76272601018169E-04	 7:-9.43861269604793	 8:9.99048611913204	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:1	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.09861954496785E-02	 6:-2.57758786012654E-04	 7:-9.43861269604793	 8:-14.0042026908426	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:4	 15:3	 16:3	 17:1
1	 1:-2.85625457935488E-02	 2:-2.04213980559247E-03	 3:.307712317245358	 4:3.56013662839466E-03	 5:-1.14917386310098E-02	 6:-2.85761613871291E-04	 7:-.932055198644031	 8:-8.92297450214929	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:1	 15:1	 16:3	 17:1
1	 1:-2.85625457935488E-02	 2:-1.56215290482774E-03	 3:.307712317245358	 4:1.79338462871491E-03	 5:-7.95293636169084E-03	 6:-1.88595942698549E-04	 7:-7.00816757526742	 8:-10.1731179655628	 9:1.05972793937805E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:8	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:5.69672953425386E-03	 6:1.24427704422055E-04	 7:-9.43861269604793	 8:-16.5973359363119	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:7	 15:3	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:.307712317245358	 4:-1.7401193706446E-03	 5:-1.88641818571542E-03	 6:4.22833265454896E-04	 7:-.638725703100427	 8:-.230375165362411	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:5	 14:2	 15:1	 16:3	 17:1
1	 1:.243318197619568	 2:8.76180551057081E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:2.66347044626615E-03	 6:2.5609989093811E-05	 7:-7.20004488880186	 8:-6.35264580879085	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-8.45847954302212E-03	 6:-2.04046877287215E-04	 7:3.32122355005792	 8:9.42590492698677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:4	 15:1	 16:3	 17:2
2	 1:.696452769974761	 2:4.73245129380598E-02	 3:.307712317245358	 4:-1.38676897070865E-03	 5:4.68564317159129E-03	 6:1.2807182341227E-04	 7:-7.58936110316255	 8:-11.4881355864398	 9:2.24642430108522E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:2	 16:3	 17:1
1	 1:.243318197619568	 2:5.38699078175491E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-4.91967727370313E-03	 6:-7.96336717356441E-06	 7:-9.43861269604793	 8:-17.7125524664028	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:8	 15:2	 16:1	 17:1
1	 1:-2.85625457935488E-02	 2:-1.4021572712395E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.45249977189975E-02	 6:-3.21601410618692E-04	 7:-9.43861269604793	 8:2.9332246048017	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:1	 15:2	 16:1	 17:2
2	 1:-.119189460264588	 2:-2.58612495979249E-03	 3:.307712317245358	 4:1.31383765737326E-03	 5:7.21335907824771E-03	 6:-4.25516152810768E-05	 7:-.389083334896241	 8:-1.72156489564096	 9:2.09230856599009E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:6	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.97510908701598E-03	 6:-2.58113770666152E-04	 7:-7.07567986884557	 8:-7.65266745497597	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:7	 14:7	 15:1	 16:3	 17:1
1	 1:.243318197619568	 2:-5.06181723145336E-04	 3:.927560850431971	 4:-2.38459995271239E-05	 5:-7.44739318035955E-03	 6:2.94237986672863E-05	 7:-9.43861269604793	 8:-11.1812980004233	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:10	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.09861954496785E-02	 6:-2.79139784757961E-04	 7:-5.18533394734598	 8:.110319914382428	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:6	 16:3	 17:1
2	 1:.333945112090606	 2:1.99508334968416E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:9.23553180357285E-03	 6:-7.33995217120669E-05	 7:-9.43861269604793	 8:-13.9362717511879	 9:2.23786450217719E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:2	 16:3	 17:1
1	 1:.152691283148529	 2:-4.63516220961802E-04	 3:.927560850431971	 4:1.19605419089621E-03	 5:3.16901362759743E-03	 6:9.00995180716954E-05	 7:-9.43861269604793	 8:-15.4316941445477	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:2	 16:1	 17:2
1	 1:.152691283148529	 2:-2.13813718574541E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.46956590568469E-03	 6:-2.47600763620248E-04	 7:-4.12201426017049	 8:-2.35972142508713	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:4	 15:2	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:1	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:.927560850431971	 4:-1.7528188521396E-04	 5:-1.45249977189975E-02	 6:-3.13409457076429E-04	 7:7.57450229875986	 8:15.6362950765349	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:6	 15:1	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.40194545376663E-02	 6:-3.09040415187222E-04	 7:-9.43861269604793	 8:2.9332246048017	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:2	 15:3	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.46956590568469E-03	 6:7.68825161887979E-05	 7:-6.16685968156093	 8:-12.8098968439946	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:8	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.14917386310098E-02	 6:-1.39193911744298E-04	 7:-9.43861269604793	 8:-8.82887777793697	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:7	 15:1	 16:3	 17:1
1	 1:.243318197619568	 2:6.94852165257101E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:2.13685681555237E-02	 6:3.2820900650283E-04	 7:-8.29062936874015	 8:-9.62170901062539	 9:2.65208019498089E-02	 10:-1.55244820750308	 11:6	 12:2	 13:5	 14:6	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.25028249936724E-02	 6:-2.02863595117991E-04	 7:2.71361248252673	 8:14.0232066820096	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:1	 15:3	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-3.40304772970927E-03	 6:8.67739751435902E-05	 7:-9.43861269604793	 8:-8.07610313736708	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:11	 16:3	 17:1
1	 1:-.119189460264588	 2:1.33800811207635E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-8.96402272435341E-03	 6:-2.42549058935852E-04	 7:-9.43861269604793	 8:-16.3566233367646	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-.013513911356335	 6:-3.09313480305298E-04	 7:41.6007322883754	 8:41.0424360200013	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:3	 15:1	 16:3	 17:1
1	 1:.333945112090606	 2:3.74330230495839E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:8.22444544091028E-03	 6:5.83689603417264E-04	 7:-9.43861269604793	 8:-14.9157657123091	 9:1.61416735293308E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:3	 16:3	 17:1
1	 1:-.119189460264588	 2:-5.70179976580634E-04	 3:.307712317245358	 4:-1.7401193706446E-03	 5:-4.91967727370313E-03	 6:4.42548566979943E-04	 7:-9.43861269604793	 8:-12.9456134848648	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:2	 16:3	 17:1
1	 1:.06206436867749	 2:-1.57815246818656E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-9.46956590568469E-03	 6:-6.50567321868161E-05	 7:-9.43861269604793	 8:-1.30113221910937	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:13	 16:3	 17:1
1	 1:.424572026561645	 2:1.38040860164525E-05	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:2.66347044626615E-03	 6:8.34695412413728E-05	 7:-3.21430247732777	 8:-11.74358417117	 9:9.61363449458421E-02	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:1	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-5.9307636363657E-03	 6:2.9388736552335E-04	 7:-9.43861269604793	 8:-7.65266745497597	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:1	 16:3	 17:1
1	 1:-2.85625457935488E-02	 2:1.25377024632533E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.19972818123411E-02	 6:-1.65635717335501E-04	 7:-9.43861269604793	 8:-15.10199907696	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:1	 13:1	 14:1	 15:2	 16:3	 17:1
2	 1:.152691283148529	 2:2.18974470281655E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-2.3919613670467E-03	 6:4.93245824810389E-06	 7:-9.43861269604793	 8:-9.36006937278297	 9:2.61113520392758E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:7	 15:2	 16:3	 17:1
2	 1:.243318197619568	 2:2.92412466098659E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-4.41413409237184E-03	 6:-1.09778730419906E-04	 7:-9.43861269604793	 8:-13.7017485110102	 9:.741333483811178	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:8	 16:1	 17:1
1	 1:.243318197619568	 2:1.41787508474288E-02	 3:.927560850431971	 4:-6.80068170836747E-04	 5:-3.40304772970927E-03	 6:-2.0622489668789E-04	 7:-9.43861269604793	 8:-8.35839373343971	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:7	 15:2	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.50305409003288E-02	 6:-3.24878192035598E-04	 7:-9.43861269604793	 8:24.105008724357	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:2	 16:3	 17:1
1	 1:-.119189460264588	 2:-1.97814155215717E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-4.91967727370313E-03	 6:-1.82811513262446E-04	 7:-9.43861269604793	 8:-14.9739758390031	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:7	 15:1	 16:3	 17:1
1	 1:.7870796844458	 2:9.50421175062575E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:.00418009999026	 6:3.90746828840123E-05	 7:-5.74010951027717	 8:-8.79403537281142	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:3	 15:3	 16:3	 17:2
1	 1:.152691283148529	 2:1.5550953573165E-03	 3:1.54740938361858	 4:1.38955560021668E-03	 5:5.69672953425386E-03	 6:1.57252407066352E-04	 7:-7.62870690888317	 8:-11.8219574581881	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:5	 14:6	 15:2	 16:3	 17:1
1	 1:.605825855503723	 2:6.97094755427851E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-2.3919613670467E-03	 6:-3.01043970731597E-05	 7:-9.43861269604793	 8:-13.6720961570437	 9:4.95229454899642E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:1	 15:8	 16:1	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.55360840816601E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:7	 15:1	 16:3	 17:2
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:3.09738886008181E-02	 6:8.37517105339703E-04	 7:-8.19223061554469	 8:-9.31218006741158	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:3	 14:8	 15:1	 16:3	 17:1
1	 1:.06206436867749	 2:-6.98176483451228E-04	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.38087500438413E-03	 6:-1.82281311843054E-04	 7:-9.43861269604793	 8:-13.441012484914	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:4	 14:1	 15:6	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.40194545376663E-02	 6:-3.26243517625975E-04	 7:75.626962277991	 8:66.4485769634677	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:2	 13:2	 14:3	 15:1	 16:3	 17:1
1	 1:-.209816374735626	 2:-2.58612495979249E-03	 3:-.312136215941256	 4:-1.7401193706446E-03	 5:-1.25028249936724E-02	 6:-2.96206354637676E-04	 7:14.8658372357735	 8:42.2522523158953	 9:-1.70808662409829E-02	 10:-1.55244820750308	 11:6	 12:3	 13:2	 14:8	 15:1	 16:3	 17:1
