2	 1:24.94	 2:24.75	 3:24.56	 4:25.38	 5:121	 6:34	 7:53	 8:40	 9:.08	 10:.19	 11:.06	 12:.06	 13:390	 14:.769230769231	 15:0	 16:0
1	 1:26	 2:27.06	 3:25.5	 4:26.31	 5:15	 6:16	 7:74	 8:53	 9:.07	 10:.06	 11:.06	 12:.06	 13:630	 14:-.0846153846154	 15:0	 16:0
1	 1:26	 2:27.06	 3:25.56	 4:26.38	 5:15	 6:16	 7:73	 8:53	 9:.08	 10:.06	 11:.06	 12:.06	 13:630	 14:-.473076923077	 15:0	 16:0
1	 1:26	 2:27.06	 3:25.56	 4:26.31	 5:15	 6:16	 7:75	 8:54	 9:.08	 10:.06	 11:.06	 12:.06	 13:630	 14:-.819230769231	 15:0	 16:0
1	 1:26	 2:27.06	 3:25.56	 4:26.38	 5:15	 6:15	 7:73	 8:53	 9:.08	 10:.06	 11:.07	 12:.06	 13:635	 14:-1.02307692308	 15:0	 16:0
1	 1:25.94	 2:27.06	 3:25.56	 4:26.31	 5:15	 6:15	 7:73	 8:53	 9:.11	 10:.08	 11:.09	 12:.08	 13:630	 14:-1.22307692308	 15:0	 16:0
1	 1:26	 2:27	 3:25.56	 4:26.31	 5:15	 6:15	 7:72	 8:53	 9:.07	 10:.06	 11:.05	 12:.06	 13:630	 14:-1.41538461538	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:15	 6:15	 7:71	 8:52	 9:.07	 10:.05	 11:.06	 12:.06	 13:630	 14:-1.55	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:14	 6:15	 7:70	 8:51	 9:.08	 10:.06	 11:.07	 12:.06	 13:630	 14:-1.62307692308	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:14	 7:70	 8:51	 9:.07	 10:.06	 11:.06	 12:.06	 13:635	 14:-1.58461538462	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:14	 6:14	 7:70	 8:50	 9:.07	 10:.06	 11:.07	 12:.07	 13:640	 14:-1.48461538462	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:14	 6:14	 7:70	 8:50	 9:.07	 10:.06	 11:.05	 12:.06	 13:640	 14:-1.32307692308	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:69	 8:50	 9:.08	 10:.07	 11:.06	 12:.07	 13:640	 14:-1.14615384615	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:14	 6:14	 7:68	 8:49	 9:.08	 10:.05	 11:.06	 12:.06	 13:640	 14:-.903846153846	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.38	 5:14	 6:14	 7:66	 8:49	 9:.11	 10:.12	 11:.13	 12:.06	 13:635	 14:-.688461538462	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:67	 8:49	 9:.08	 10:.06	 11:.06	 12:.09	 13:645	 14:-.407692307692	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:69	 8:50	 9:.07	 10:.09	 11:.09	 12:.07	 13:645	 14:-.115384615385	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:14	 6:14	 7:70	 8:51	 9:.09	 10:.13	 11:.08	 12:.07	 13:645	 14:.0884615384615	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.56	 4:26.25	 5:14	 6:14	 7:68	 8:49	 9:.07	 10:.07	 11:.06	 12:.07	 13:645	 14:.246153846154	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:67	 8:49	 9:.07	 10:.06	 11:.06	 12:.06	 13:635	 14:.311538461538	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:68	 8:49	 9:.08	 10:.08	 11:.07	 12:.06	 13:630	 14:.338461538462	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:14	 7:68	 8:49	 9:.07	 10:.05	 11:.07	 12:.06	 13:630	 14:.326923076923	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:70	 8:50	 9:.07	 10:.06	 11:.06	 12:.07	 13:625	 14:.276923076923	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.31	 5:14	 6:14	 7:69	 8:50	 9:.07	 10:.07	 11:.06	 12:.07	 13:620	 14:.142307692308	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.5	 4:26.25	 5:14	 6:14	 7:68	 8:49	 9:.06	 10:.07	 11:.06	 12:.07	 13:620	 14:-.0307692307692	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.5	 4:26.31	 5:14	 6:14	 7:67	 8:49	 9:.09	 10:.09	 11:.1	 12:.07	 13:615	 14:-.242307692308	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.5	 4:26.31	 5:14	 6:14	 7:69	 8:49	 9:.07	 10:.05	 11:.06	 12:.07	 13:610	 14:-.488461538462	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.5	 4:26.31	 5:14	 6:14	 7:70	 8:50	 9:.07	 10:.06	 11:.06	 12:.06	 13:605	 14:-.765384615385	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.56	 4:26.31	 5:14	 6:15	 7:71	 8:50	 9:.07	 10:.07	 11:.05	 12:.06	 13:605	 14:-1.02307692308	 15:0	 16:0
1	 1:25.94	 2:27	 3:25.56	 4:26.31	 5:15	 6:15	 7:73	 8:53	 9:.08	 10:.06	 11:.06	 12:.07	 13:605	 14:-1.21153846154	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.25	 5:14	 6:15	 7:72	 8:53	 9:.07	 10:.06	 11:.06	 12:.06	 13:600	 14:-1.47307692308	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.56	 4:26.25	 5:14	 6:15	 7:72	 8:52	 9:.16	 10:.18	 11:.18	 12:.11	 13:595	 14:-1.75769230769	 15:0	 16:0
1	 1:25.94	 2:26.94	 3:25.56	 4:26.25	 5:14	 6:15	 7:72	 8:53	 9:.07	 10:.06	 11:.06	 12:.06	 13:590	 14:-2.06153846154	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:14	 6:15	 7:72	 8:53	 9:.08	 10:.07	 11:.06	 12:.06	 13:585	 14:-2.38076923077	 15:0	 16:0
1	 1:25.88	 2:27	 3:25.5	 4:26.31	 5:14	 6:15	 7:71	 8:52	 9:.08	 10:.07	 11:.07	 12:.05	 13:585	 14:-2.61538461538	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.31	 5:14	 6:14	 7:70	 8:51	 9:.08	 10:.07	 11:.09	 12:.06	 13:585	 14:-2.76153846154	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:14	 6:15	 7:70	 8:51	 9:.08	 10:.07	 11:.09	 12:.06	 13:580	 14:-2.91153846154	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.31	 5:14	 6:15	 7:71	 8:51	 9:.07	 10:.07	 11:.06	 12:.07	 13:570	 14:-3.10769230769	 15:0	 16:0
1	 1:25.88	 2:27	 3:25.5	 4:26.38	 5:14	 6:15	 7:71	 8:52	 9:.07	 10:.06	 11:.06	 12:.07	 13:565	 14:-3.29615384615	 15:0	 16:0
1	 1:25.88	 2:27	 3:25.5	 4:26.31	 5:14	 6:15	 7:71	 8:52	 9:.07	 10:.07	 11:.07	 12:.07	 13:555	 14:-3.56923076923	 15:0	 16:0
1	 1:25.88	 2:27	 3:25.5	 4:26.31	 5:14	 6:15	 7:72	 8:52	 9:.08	 10:.08	 11:.09	 12:.06	 13:550	 14:-3.72692307692	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:15	 7:72	 8:53	 9:.14	 10:.09	 11:.12	 12:.07	 13:545	 14:-3.85769230769	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.31	 5:14	 6:15	 7:71	 8:51	 9:.12	 10:.12	 11:.19	 12:.08	 13:540	 14:-3.95769230769	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:15	 7:72	 8:53	 9:.1	 10:.06	 11:.07	 12:.06	 13:540	 14:-3.97692307692	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:14	 7:69	 8:50	 9:.1	 10:.06	 11:.13	 12:.08	 13:540	 14:-4.01538461538	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:15	 7:71	 8:52	 9:.09	 10:.08	 11:.13	 12:.09	 13:535	 14:-4.07692307692	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.25	 5:14	 6:15	 7:72	 8:52	 9:.11	 10:.12	 11:.14	 12:.09	 13:535	 14:-4.06538461538	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:14	 7:70	 8:51	 9:.1	 10:.09	 11:.09	 12:.07	 13:530	 14:-4.07692307692	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:14	 7:68	 8:49	 9:.07	 10:.38	 11:.06	 12:.06	 13:530	 14:-4.06538461538	 15:1	 16:0
1	 1:25.81	 2:26.94	 3:25.5	 4:26.25	 5:14	 6:14	 7:68	 8:49	 9:.46	 10:.06	 11:.61	 12:.15	 13:530	 14:-3.98461538462	 15:1	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:14	 6:14	 7:68	 8:49	 9:.59	 10:.46	 11:.76	 12:.2	 13:525	 14:-3.93076923077	 15:1	 16:1
1	 1:25.88	 2:26.88	 3:25.5	 4:26.25	 5:14	 6:14	 7:67	 8:49	 9:1.61	 10:.32	 11:.49	 12:.11	 13:530	 14:-3.81153846154	 15:1	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:13	 6:14	 7:65	 8:47	 9:.13	 10:.1	 11:.1	 12:.09	 13:535	 14:-3.63461538462	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:13	 6:13	 7:64	 8:46	 9:.21	 10:.18	 11:.21	 12:.13	 13:530	 14:-3.45	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:13	 6:13	 7:64	 8:46	 9:.09	 10:.12	 11:.12	 12:.07	 13:530	 14:-3.20769230769	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:13	 6:14	 7:65	 8:47	 9:.14	 10:.08	 11:.21	 12:.11	 13:535	 14:-2.91153846154	 15:0	 16:0
1	 1:25.81	 2:26.94	 3:25.5	 4:26.31	 5:13	 6:13	 7:64	 8:46	 9:.12	 10:.12	 11:.17	 12:.08	 13:535	 14:-2.61538461538	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.31	 5:13	 6:13	 7:63	 8:45	 9:.07	 10:.09	 11:.12	 12:.07	 13:540	 14:-2.27692307692	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:12	 6:12	 7:61	 8:45	 9:.1	 10:.07	 11:.07	 12:.07	 13:545	 14:-1.90384615385	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:12	 6:13	 7:60	 8:44	 9:.1	 10:.13	 11:.21	 12:.07	 13:545	 14:-1.5	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.31	 5:12	 6:13	 7:62	 8:45	 9:.28	 10:.15	 11:.28	 12:.15	 13:545	 14:-1.06538461538	 15:0	 16:0
1	 1:25.81	 2:26.94	 3:25.56	 4:26.31	 5:12	 6:13	 7:61	 8:45	 9:.29	 10:.17	 11:.21	 12:.11	 13:540	 14:-.696153846154	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.31	 5:12	 6:13	 7:61	 8:45	 9:.52	 10:.27	 11:.38	 12:.16	 13:540	 14:-.396153846154	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.56	 4:26.25	 5:12	 6:13	 7:63	 8:45	 9:.13	 10:.08	 11:.1	 12:.09	 13:540	 14:-.123076923077	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:13	 6:14	 7:65	 8:47	 9:.23	 10:.11	 11:.22	 12:.08	 13:540	 14:.0692307692308	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:13	 6:14	 7:65	 8:47	 9:.69	 10:.54	 11:.59	 12:.44	 13:540	 14:.223076923077	 15:0	 16:0
1	 1:25.88	 2:26.94	 3:25.5	 4:26.25	 5:13	 6:14	 7:65	 8:47	 9:.08	 10:.08	 11:.08	 12:.07	 13:540	 14:.334615384615	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:13	 6:13	 7:64	 8:46	 9:.2	 10:.21	 11:.22	 12:.13	 13:535	 14:.353846153846	 15:0	 16:0
1	 1:25.88	 2:26.88	 3:25.5	 4:26.25	 5:13	 6:13	 7:64	 8:46	 9:.08	 10:.07	 11:.08	 12:.07	 13:540	 14:.423076923077	 15:0	 16:0
1	 1:25.81	 2:26.94	 3:25.5	 4:26.25	 5:12	 6:13	 7:62	 8:45	 9:.08	 10:.06	 11:.07	 12:.06	 13:540	 14:.492307692308	 15:0	 16:0
1	 1:25.81	 2:26.94	 3:25.5	 4:26.25	 5:12	 6:13	 7:62	 8:45	 9:.19	 10:.18	 11:.14	 12:.1	 13:535	 14:.465384615385	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:12	 6:13	 7:62	 8:45	 9:.09	 10:.08	 11:.09	 12:.08	 13:535	 14:.438461538462	 15:0	 16:0
1	 1:25.81	 2:26.94	 3:25.5	 4:26.25	 5:12	 6:13	 7:61	 8:45	 9:.11	 10:.08	 11:.13	 12:.07	 13:530	 14:.315384615385	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:12	 6:12	 7:61	 8:45	 9:.07	 10:.06	 11:.06	 12:.06	 13:525	 14:.146153846154	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:12	 6:12	 7:61	 8:45	 9:.07	 10:.06	 11:.06	 12:.05	 13:525	 14:-.0192307692308	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:12	 6:12	 7:60	 8:44	 9:.07	 10:.06	 11:.06	 12:.06	 13:530	 14:-.184615384615	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:12	 6:12	 7:59	 8:44	 9:.1	 10:.11	 11:.1	 12:.07	 13:525	 14:-.35	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:59	 8:43	 9:.07	 10:.06	 11:.06	 12:.06	 13:520	 14:-.507692307692	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:59	 8:42	 9:.07	 10:.06	 11:.06	 12:.06	 13:515	 14:-.75	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.31	 5:11	 6:12	 7:58	 8:42	 9:.07	 10:.36	 11:.17	 12:.07	 13:515	 14:-.980769230769	 15:1	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:59	 8:43	 9:.46	 10:.06	 11:.66	 12:.16	 13:515	 14:-1.15	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:59	 8:44	 9:.07	 10:.06	 11:.06	 12:.07	 13:515	 14:-1.30384615385	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:59	 8:43	 9:.07	 10:.06	 11:.06	 12:.07	 13:515	 14:-1.39230769231	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:11	 7:58	 8:42	 9:.07	 10:.07	 11:.09	 12:.06	 13:515	 14:-1.41153846154	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:59	 8:43	 9:.07	 10:.06	 11:.06	 12:.06	 13:510	 14:-1.45384615385	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.31	 5:11	 6:12	 7:59	 8:44	 9:.07	 10:.06	 11:.06	 12:.06	 13:510	 14:-1.46923076923	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.5	 4:26.25	 5:11	 6:12	 7:60	 8:44	 9:.09	 10:.07	 11:.06	 12:.06	 13:510	 14:-1.50769230769	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:12	 6:12	 7:60	 8:44	 9:.07	 10:.06	 11:.06	 12:.06	 13:505	 14:-1.56923076923	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:12	 6:12	 7:62	 8:45	 9:.08	 10:.06	 11:.07	 12:.06	 13:505	 14:-1.60384615385	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.56	 4:26.25	 5:12	 6:12	 7:63	 8:45	 9:.08	 10:.06	 11:.06	 12:.06	 13:505	 14:-1.61153846154	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.56	 4:26.25	 5:12	 6:12	 7:62	 8:45	 9:.07	 10:.06	 11:.06	 12:.06	 13:500	 14:-1.63846153846	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.56	 4:26.25	 5:12	 6:12	 7:62	 8:45	 9:.07	 10:.07	 11:.06	 12:.06	 13:495	 14:-1.68076923077	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.56	 4:26.25	 5:11	 6:12	 7:60	 8:44	 9:.08	 10:.07	 11:.06	 12:.07	 13:485	 14:-1.83076923077	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.56	 4:26.25	 5:11	 6:11	 7:59	 8:43	 9:.08	 10:.06	 11:.06	 12:.06	 13:485	 14:-1.89230769231	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.56	 4:26.25	 5:11	 6:11	 7:59	 8:43	 9:.07	 10:.06	 11:.06	 12:.05	 13:485	 14:-1.91153846154	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:11	 6:11	 7:58	 8:42	 9:.08	 10:.07	 11:.08	 12:.07	 13:485	 14:-1.93846153846	 15:0	 16:0
1	 1:25.81	 2:26.88	 3:25.56	 4:26.25	 5:11	 6:11	 7:57	 8:42	 9:.08	 10:.08	 11:.06	 12:.06	 13:490	 14:-1.88076923077	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.56	 4:26.31	 5:10	 6:11	 7:57	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:490	 14:-1.83846153846	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.56	 4:26.31	 5:10	 6:11	 7:56	 8:41	 9:.14	 10:.13	 11:.17	 12:.06	 13:485	 14:-1.86153846154	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.56	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:470	 14:-1.99230769231	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.56	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:470	 14:-2.03076923077	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.56	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.08	 10:.07	 11:.06	 12:.06	 13:470	 14:-2.07307692308	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.56	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:470	 14:-2.12307692308	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.08	 10:.06	 11:.05	 12:.06	 13:465	 14:-2.23076923077	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:11	 7:57	 8:41	 9:.07	 10:.06	 11:.07	 12:.06	 13:470	 14:-2.25384615385	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.31	 5:10	 6:11	 7:57	 8:41	 9:.07	 10:.06	 11:.06	 12:.07	 13:465	 14:-2.28846153846	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:11	 7:57	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:470	 14:-2.23846153846	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:11	 7:57	 8:41	 9:.07	 10:.06	 11:.06	 12:.07	 13:460	 14:-2.24615384615	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.31	 5:10	 6:11	 7:57	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:460	 14:-2.21153846154	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.07	 10:.06	 11:.06	 12:.07	 13:460	 14:-2.18461538462	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.56	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:460	 14:-2.11923076923	 15:0	 16:0
1	 1:25.75	 2:26.88	 3:25.5	 4:26.25	 5:10	 6:10	 7:56	 8:41	 9:.07	 10:.06	 11:.06	 12:.06	 13:460	 14:-2.01538461538	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:11	 7:56	 8:41	 9:.08	 10:.06	 11:.06	 12:.06	 13:460	 14:-1.92307692308	 15:0	 16:0
1	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:56	 8:41	 9:.07	 10:.05	 11:.06	 12:.06	 13:460	 14:-1.79615384615	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:55	 8:40	 9:.08	 10:.06	 11:.06	 12:.06	 13:460	 14:-1.63461538462	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:54	 8:40	 9:.08	 10:.06	 11:.06	 12:.07	 13:460	 14:-1.48846153846	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:54	 8:40	 9:.07	 10:.06	 11:.06	 12:.06	 13:455	 14:-1.40769230769	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:54	 8:39	 9:.07	 10:.05	 11:.06	 12:.06	 13:450	 14:-1.44230769231	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:53	 8:38	 9:.06	 10:.05	 11:.06	 12:.06	 13:455	 14:-1.40384615385	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.44	 4:26.19	 5:10	 6:10	 7:52	 8:38	 9:.06	 10:.06	 11:.07	 12:.06	 13:455	 14:-1.34230769231	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.19	 5:10	 6:10	 7:51	 8:37	 9:.07	 10:.06	 11:.06	 12:.07	 13:455	 14:-1.25769230769	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.19	 5:10	 6:10	 7:50	 8:36	 9:.07	 10:.06	 11:.06	 12:.06	 13:450	 14:-1.14615384615	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.19	 5:10	 6:10	 7:50	 8:36	 9:.07	 10:.06	 11:.06	 12:.06	 13:445	 14:-1.05	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:9	 6:10	 7:49	 8:35	 9:.08	 10:.07	 11:.05	 12:.07	 13:445	 14:-.969230769231	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:10	 6:10	 7:50	 8:36	 9:.07	 10:.06	 11:.06	 12:.07	 13:445	 14:-1.00769230769	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.19	 5:9	 6:10	 7:49	 8:35	 9:.07	 10:.07	 11:.06	 12:.08	 13:445	 14:-1.02692307692	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:9	 6:10	 7:50	 8:36	 9:.07	 10:.05	 11:.06	 12:.06	 13:435	 14:-1.11923076923	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.31	 5:9	 6:10	 7:49	 8:35	 9:.07	 10:.07	 11:.06	 12:.07	 13:435	 14:-1.18461538462	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:9	 6:10	 7:49	 8:35	 9:.07	 10:.05	 11:.06	 12:.06	 13:435	 14:-1.27307692308	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:9	 6:9	 7:49	 8:35	 9:.07	 10:.06	 11:.06	 12:.05	 13:435	 14:-1.28846153846	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.19	 5:9	 6:9	 7:49	 8:36	 9:.08	 10:.06	 11:.05	 12:.06	 13:430	 14:-1.37307692308	 15:0	 16:0
1	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:91	 6:23	 7:49	 8:36	 9:.17	 10:.16	 11:.15	 12:.11	 13:430	 14:-1.38076923077	 15:1	 16:1
2	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:105	 6:24	 7:50	 8:36	 9:.45	 10:.11	 11:.12	 12:.08	 13:435	 14:-1.41153846154	 15:1	 16:0
2	 1:25.75	 2:26.81	 3:25.5	 4:26.25	 5:111	 6:24	 7:50	 8:36	 9:.58	 10:.1	 11:.08	 12:.12	 13:430	 14:-1.46923076923	 15:0	 16:0
2	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:115	 6:25	 7:49	 8:36	 9:.71	 10:.13	 11:.09	 12:.09	 13:425	 14:-1.55	 15:0	 16:0
2	 1:25.81	 2:26.81	 3:25.5	 4:26.25	 5:117	 6:25	 7:49	 8:35	 9:.8	 10:.17	 11:.08	 12:.1	 13:415	 14:-1.69615384615	 15:0	 16:0
2	 1:25.81	 2:26.75	 3:25.5	 4:26.25	 5:118	 6:25	 7:49	 8:35	 9:.7	 10:.14	 11:.17	 12:.12	 13:415	 14:-1.80769230769	 15:0	 16:0
2	 1:25.81	 2:26.81	 3:25.5	 4:26.31	 5:119	 6:25	 7:49	 8:35	 9:.77	 10:.15	 11:.1	 12:.11	 13:415	 14:-1.88461538462	 15:0	 16:0
2	 1:25.81	 2:26.81	 3:25.5	 4:26.31	 5:119	 6:26	 7:49	 8:35	 9:.51	 10:.12	 11:.09	 12:.11	 13:415	 14:-1.92692307692	 15:0	 16:0
2	 1:25.81	 2:26.75	 3:25.5	 4:26.31	 5:119	 6:25	 7:49	 8:35	 9:.71	 10:.14	 11:.11	 12:.11	 13:420	 14:-1.88846153846	 15:0	 16:0
2	 1:25.81	 2:26.81	 3:25.5	 4:26.31	 5:120	 6:25	 7:48	 8:35	 9:.85	 10:.13	 11:.12	 12:.12	 13:415	 14:-1.86538461538	 15:1	 16:0
